Character	Role	Event	Context
Charles Bingley	patient	help	” “ But she does help him on , as much as her nature will allow . 
Charles Bingley	patient	command	Jane should therefore make the most of every half hour in which she can command his attention . 
Charles Bingley	patient	known	She has known him only a fortnight . 
Charles Bingley	patient	saw	She danced four dances with him at Meryton ; she saw him one morning at his own house , and has since dined in company with him four times . 
Charles Bingley	patient	took	They were soon gone again , rising from their seats with an activity which took their brother by surprise , and hurrying off as if eager to escape from Mrs. Bennet ’s civilities . 
Charles Bingley	patient	follow	She then read the first sentence aloud , which comprised the information of their having just resolved to follow their brother to town directly , and of their meaning to dine that day in Grosvenor Street , where Mr. Hurst had a house . 
Charles Bingley	patient	opposed	But , whatever may be their own wishes , it is very unlikely they should have opposed their brother ’s . 
Charles Bingley	patient	saw	He was well , but so much engaged with Mr. Darcy that they scarcely ever saw him . 
Charles Bingley	patient	detaching	His sisters ’ uneasiness had been equally excited with my own : our coincidence of feeling was soon discovered ; and , alike sensible that no time was to be lost in detaching their brother , we shortly resolved on joining him directly in London . 
Charles Bingley	patient	advise	I would advise you , before you determine on it , to consult the wishes of the present party ; I am much mistaken if there are not some among us to whom a ball would be rather a punishment than a pleasure . ” 
Charles Bingley	patient	following	“ ‘ When my brother left us yesterday , he imagined that the business which took him to London might be concluded in three or four days ; but as we are certain it can not be so , and at the same time convinced that when Charles gets to town he will be in no hurry to leave it again , we have determined on following him thither , that he may not be obliged to spend his vacant hours in a comfortless hotel . 
Charles Bingley	patient	obliged	“ ‘ When my brother left us yesterday , he imagined that the business which took him to London might be concluded in three or four days ; but as we are certain it can not be so , and at the same time convinced that when Charles gets to town he will be in no hurry to leave it again , we have determined on following him thither , that he may not be obliged to spend his vacant hours in a comfortless hotel . 
Charles Bingley	patient	call	My brother admires her greatly already ; he will have frequent opportunity now of seeing her on the most intimate footing ; her relations all wish the connection as much as his own ; and a sister ’s partiality is not misleading me , I think , when I call Charles most capable of engaging any woman ’s heart . 
Mrs. Bennet	agent	believe	“ But you forget , mamma , ” said Elizabeth , “ that we shall meet him at the assemblies , and that Mrs. Long has promised to introduce him . ” “ I do not believe Mrs. Long will do any such thing . 
Mrs. Bennet	agent	have	She is a selfish , hypocritical woman , and I have no opinion of her . ” 
Mrs. Bennet	agent	deigned	Mrs. Bennet deigned not to make any reply ; but , unable to contain herself , began scolding one of her daughters . 
Mrs. Bennet	agent	began	Mrs. Bennet deigned not to make any reply ; but , unable to contain herself , began scolding one of her daughters . 
Mrs. Bennet	agent	honour	“ Then , my dear , you may have the advantage of your friend , and introduce Mr. Bingley to _ her _ . ” “ Impossible , Mr. Bennet , impossible , when I am not acquainted with him myself ; how can you be so teasing ? ” “ I honour your circumspection . 
Mrs. Bennet	agent	said	Mrs. Bennet said only , “ Nonsense , nonsense ! ” 
Mrs. Bennet	agent	surpassing	The astonishment of the ladies was just what he wished -- that of Mrs. Bennet perhaps surpassing the rest ; though when the first tumult of joy was over , she began to declare that it was what she had expected all the while . 
Mrs. Bennet	agent	began	The astonishment of the ladies was just what he wished -- that of Mrs. Bennet perhaps surpassing the rest ; though when the first tumult of joy was over , she began to declare that it was what she had expected all the while . 
Mrs. Bennet	agent	expected	The astonishment of the ladies was just what he wished -- that of Mrs. Bennet perhaps surpassing the rest ; though when the first tumult of joy was over , she began to declare that it was what she had expected all the while . 
Mrs. Bennet	agent	knew	But I knew I should persuade you at last . 
Mrs. Bennet	agent	see	“ If I can but see one of my daughters happily settled at Netherfield , ” said Mrs. Bennet to her husband , “ and all the others equally well married , I shall have nothing to wish for . ” 
