Character	Role	Event	Context
Julia Bertram	agent	direct	He had the offer of Count Cassel and Anhalt , and at first did not know which to chuse , and wanted Miss Bertram to direct him ; but upon being made to understand the different style of the characters , and which was which , and recollecting that he had once seen the play in London , and had thought Anhalt a very stupid fellow , he soon decided for the Count . 
Julia Bertram	agent	approved	Miss Bertram approved the decision , for the less he had to learn the better ; and though she could not sympathise in his wish that the Count and Agatha might be to act together , nor wait very patiently while he was slowly turning over the 
Julia Bertram	agent	sympathise	Miss Bertram approved the decision , for the less he had to learn the better ; and though she could not sympathise in his wish that the Count and Agatha might be to act together , nor wait very patiently while he was slowly turning over the 
Julia Bertram	agent	wait	Miss Bertram approved the decision , for the less he had to learn the better ; and though she could not sympathise in his wish that the Count and Agatha might be to act together , nor wait very patiently while he was slowly turning over the 
Julia Bertram	agent	knew	“ I am convinced , madam , ” said Edmund , preventing Fanny , “ that Sir Thomas would not like it . ” “ There , my dear , do you hear what Edmund says ? ” “ If I were to decline the part , ” said Maria , with renewed zeal , “ Julia would certainly take it . ” “ What ! ” cried Edmund , “ if she knew your reasons ! ” 
Julia Bertram	agent	think	she might think the difference between us — the difference in our situations — that _ she _ need not be so scrupulous as _ I _ might feel necessary . 
Julia Bertram	agent	argue	I am sure she would argue so . 
Julia Bertram	agent	opened	Tom repeated his resolution of going to him early on the morrow ; and though Julia , who had scarcely opened her lips before , observed , in a sarcastic manner , and with a glance first at Maria and then at Edmund , that “ the Mansfield theatricals would enliven the whole neighbourhood exceedingly , ” Edmund still held his peace , and shewed his feelings only by a determined gravity . 
Julia Bertram	agent	excluded	She was not pleased to see Julia excluded from the play , and sitting by disregarded ; but as it was not a matter which really involved her happiness , as Henry must be the best judge of his own , and 
Julia Bertram	agent	sitting	She was not pleased to see Julia excluded from the play , and sitting by disregarded ; but as it was not a matter which really involved her happiness , as Henry must be the best judge of his own , and 
Julia Bertram	agent	does	I am sure _ Julia _ does not , or she would not have flirted as she did last night with Mr. Yates ; and though he and Maria are very good friends 
Julia Bertram	agent	suffer	Julia _ did _ suffer , however , though Mrs. Grant discerned it not , and though it escaped the notice of many of her own family likewise . 
Julia Bertram	agent	see	Maria felt her triumph , and pursued her purpose , careless of Julia ; and Julia could never see Maria distinguished by Henry Crawford without trusting that it would create jealousy , and bring a public disturbance at last . 
Julia Bertram	agent	made	Julia made no communication , and Fanny took no liberties . 
Julia Bertram	agent	took	Julia made no communication , and Fanny took no liberties . 
Julia Bertram	agent	exclaimed	They _ did _ begin ; and being too much engaged in their own noise to be struck by an unusual noise in the other part of the house , had proceeded some way when the door of the room was thrown open , and Julia , appearing at it , with a face all aghast , exclaimed , “ My father is come ! 
Julia Bertram	agent	notice	at the moment of her appearance , Frederick was listening with looks of devotion to Agatha ’s narrative , and pressing her hand to his heart ; and as soon as she could notice this , and see that , in spite of the shock of her words , he still kept his station and retained her sister ’s hand , her wounded heart swelled again with injury , and looking as red as she had been white before , she turned out of the room , saying , “ _ I _ need not be afraid of appearing before him . 
Julia Bertram	agent	see	at the moment of her appearance , Frederick was listening with looks of devotion to Agatha ’s narrative , and pressing her hand to his heart ; and as soon as she could notice this , and see that , in spite of the shock of her words , he still kept his station and retained her sister ’s hand , her wounded heart swelled again with injury , and looking as red as she had been white before , she turned out of the room , saying , “ _ I _ need not be afraid of appearing before him . 
Julia Bertram	agent	turned	at the moment of her appearance , Frederick was listening with looks of devotion to Agatha ’s narrative , and pressing her hand to his heart ; and as soon as she could notice this , and see that , in spite of the shock of her words , he still kept his station and retained her sister ’s hand , her wounded heart swelled again with injury , and looking as red as she had been white before , she turned out of the room , saying , “ _ I _ need not be afraid of appearing before him . 
Julia Bertram	agent	hailed	She hailed it as an earnest of the most serious determination , and was equal even to encounter her father . 
