Character	Role	Event	Context
James Morland	agent	insist	There , go , go — I insist on it . ” The two friends , with hearts now more united than ever , were inseparable for the day ; and in schemes of sisterly happiness the hours flew along . 
James Morland	agent	write	The letter , whence sprang all this felicity , was short , containing little more than this assurance of success ; and every particular was deferred till James could write again . 
James Morland	agent	expressed	James expressed himself on the occasion with becoming gratitude ; and the necessity of waiting between two and three years before they could marry , being , however unwelcome , no more than he had expected , was borne by him without discontent . 
James Morland	agent	borne	James expressed himself on the occasion with becoming gratitude ; and the necessity of waiting between two and three years before they could marry , being , however unwelcome , no more than he had expected , was borne by him without discontent . 
James Morland	agent	expected	James expressed himself on the occasion with becoming gratitude ; and the necessity of waiting between two and three years before they could marry , being , however unwelcome , no more than he had expected , was borne by him without discontent . 
James Morland	agent	borne	James expressed himself on the occasion with becoming gratitude ; and the necessity of waiting between two and three years before they could marry , being , however unwelcome , no more than he had expected , was borne by him without discontent . 
James Morland	agent	behaved	“ Mr. Morland has behaved vastly handsome indeed , ” said the gentle Mrs. Thorpe , looking anxiously at her daughter . 
James Morland	agent	finds	If he finds he _ can _ do more by and by , I dare say he will , for I am sure he must be an excellent good - hearted man . 
James Morland	agent	sit	“ It is not on my own account I wish for more ; but I can not bear to be the means of injuring my dear Morland , making him sit down upon an income hardly enough to find one in the common necessaries of life . 
James Morland	agent	sees	There never was a young woman so beloved as you are by everybody that knows you ; and I dare say when Mr. Morland sees you , my dear child — but do not let us distress our dear Catherine by talking of such things . 
James Morland	agent	let	There never was a young woman so beloved as you are by everybody that knows you ; and I dare say when Mr. Morland sees you , my dear child — but do not let us distress our dear Catherine by talking of such things . 
James Morland	agent	behaved	Mr. Morland has behaved so very handsome , you know . 
James Morland	agent	come	I always heard he was a most excellent man ; and you know , my dear , we are not to suppose but what , if you had had a suitable fortune , he would have come down with something more , for I am sure he must be a most liberal - minded man . ” 
James Morland	agent	followed	James soon followed his letter , and was received with the most gratifying kindness . 
James Morland	agent	received	James soon followed his letter , and was received with the most gratifying kindness . 
James Morland	agent	told	Not that James has ever told me so , but I am sure he is very uncomfortable . 
James Morland	agent	acknowledge	“ I think Mr. Morland would acknowledge a difference . 
James Morland	agent	written	She thanked him as heartily as if he had written it himself . 
James Morland	agent	means	“ I do not know what I was thinking of ” ( blushing again that she had blushed before ) ; “ James only means to give me good advice . ” 
James Morland	agent	recover	“ My own disappointment and loss in her is very great ; but , as for poor James , I suppose he will hardly ever recover it . 
